@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.144632,0.014423,2.734601,0.258267,0.216498,1.101276,0.013241,0.275813,-26.016647,1.854928,0.139274,-0.147967,0.042391,-0.097961,0.215420,-0.064197,0.029766,0.174483,-0.077267,0.158477,-0.098647,0.005855,0.003579,0.013410,0.010050,0.018875,0.008612,0.046949,0.007045,0.010226,0.022761,0.018896,0.005459,0.018116,0.129728,0.016284,0.465999,0.140620,0.040798,0.690060,0.007060,0.254391,2.881341,1.202843,0.876993,0.429890,0.379478,0.439276,0.365316,0.280716,0.242770,0.260421,0.226748,0.236248,0.144791,0.004419,0.004065,0.014071,0.010745,0.028789,0.007852,0.044032,0.010542,0.012109,0.016591,0.015408,0.005340,0.010703,Fear
0.100250,0.011669,2.638844,0.242743,0.222418,0.987210,0.013752,0.234125,-26.032475,2.251158,0.366102,0.108667,0.246722,-0.048877,0.275505,-0.013822,0.025670,0.044477,-0.140915,0.103649,0.009324,0.022410,0.004255,0.027122,0.007091,0.034162,0.009486,0.048605,0.002603,0.005873,0.019801,0.031508,0.002898,0.025176,0.076956,0.010045,0.477171,0.119935,0.036112,0.742345,0.008605,0.238494,2.283424,0.927844,0.838646,0.469724,0.358801,0.382387,0.363415,0.302130,0.272681,0.261956,0.244711,0.286141,0.146609,0.026598,0.005255,0.025807,0.005653,0.036064,0.011659,0.037831,0.002949,0.006533,0.018548,0.026686,0.003345,0.012872,Fear
0.070746,0.006396,2.711460,0.186854,0.202822,0.632889,0.035439,0.167903,-28.139807,2.429707,0.449778,-0.218544,0.152932,-0.060190,-0.007730,0.058048,0.031907,0.190180,0.000149,0.076989,-0.072423,0.012549,0.003547,0.028634,0.009198,0.028132,0.017630,0.059442,0.002920,0.007747,0.011919,0.040285,0.004902,0.028799,0.078966,0.007234,0.488507,0.088988,0.028633,0.522178,0.058741,0.174670,3.933740,0.892738,0.877796,0.585368,0.341508,0.316556,0.352311,0.279944,0.258258,0.246144,0.181597,0.192627,0.175295,0.015638,0.004407,0.035815,0.009852,0.027096,0.027027,0.053222,0.003256,0.010547,0.010905,0.041301,0.006281,0.013554,Fear
0.123060,0.013119,2.736529,0.243318,0.216401,0.947404,0.016884,0.233375,-26.403954,1.782124,0.421566,-0.322150,-0.047712,-0.088313,-0.048328,0.021496,0.009272,0.135762,-0.186715,-0.050250,-0.357836,0.027881,0.006523,0.022120,0.006764,0.011354,0.005902,0.026624,0.008433,0.006714,0.025103,0.043741,0.009053,0.024418,0.122859,0.017282,0.499794,0.111275,0.037303,0.593671,0.015393,0.215995,3.408622,0.946457,0.969930,0.513299,0.408410,0.363421,0.367420,0.264930,0.241139,0.238886,0.255788,0.208376,0.316075,0.033561,0.015693,0.030864,0.011612,0.017737,0.007434,0.029040,0.019929,0.009145,0.026865,0.043877,0.011922,0.011403,Fear
0.156158,0.008027,2.739677,0.278167,0.229068,1.174737,0.017690,0.281000,-27.780545,1.271170,0.159185,0.027130,-0.164191,-0.306277,-0.245441,-0.104982,-0.286066,-0.267967,-0.024572,-0.072637,-0.010100,0.009840,0.001678,0.023518,0.033208,0.025448,0.021973,0.063053,0.001928,0.007475,0.005757,0.016795,0.002505,0.033749,0.144844,0.008654,0.538324,0.115495,0.026305,0.836043,0.017906,0.251373,3.838457,1.224197,0.705571,0.573360,0.259760,0.557859,0.393643,0.436329,0.371526,0.400988,0.405632,0.333685,0.300387,0.016192,0.001800,0.038115,0.055040,0.035440,0.029079,0.096389,0.003410,0.010935,0.008983,0.027008,0.003205,0.026010,Fear
0.105347,0.012496,2.658729,0.243870,0.240933,0.848315,0.021181,0.211882,-27.974949,1.989859,0.509951,0.129564,-0.033451,-0.089437,0.270610,0.194236,-0.095156,-0.031419,-0.113767,0.038639,-0.274727,0.022610,0.005804,0.037459,0.005955,0.004196,0.002486,0.076696,0.001184,0.001496,0.019981,0.067583,0.002213,0.040621,0.113393,0.019144,0.564958,0.109122,0.024057,0.859088,0.017635,0.246637,3.198508,0.884835,0.664123,0.574847,0.330246,0.310725,0.332277,0.271183,0.188017,0.235408,0.331113,0.354132,0.365775,0.032823,0.011541,0.041138,0.007117,0.002639,0.002940,0.098251,0.001512,0.001340,0.026448,0.057992,0.002292,0.021863,Fear
0.135795,0.018253,2.955796,0.249212,0.239451,0.880059,0.022270,0.231813,-26.379035,1.999152,0.193262,0.152447,-0.185526,-0.135394,-0.004453,-0.294559,-0.171161,-0.416025,-0.317199,-0.125061,-0.159470,0.018638,0.001796,0.034341,0.067543,0.033031,0.015777,0.060956,0.000734,0.001840,0.008830,0.017101,0.003223,0.045844,0.121463,0.014787,0.299951,0.117602,0.049046,0.664699,0.015784,0.256015,3.692635,1.086555,0.611418,0.630780,0.311715,0.305260,0.260605,0.383871,0.347634,0.418047,0.287055,0.185405,0.382734,0.036608,0.002367,0.040158,0.065601,0.037831,0.025622,0.107129,0.001066,0.001399,0.012693,0.028358,0.004421,0.022312,Fear
0.126144,0.033663,2.860063,0.227686,0.221115,0.711018,0.038726,0.196014,-26.154493,2.106885,0.385230,0.088940,-0.266043,-0.056634,0.127662,0.103017,0.072783,-0.237997,-0.247038,-0.272454,-0.393852,0.060584,0.006816,0.065344,0.013383,0.004847,0.002306,0.077728,0.000527,0.001840,0.005933,0.021358,0.007909,0.046635,0.146364,0.031163,0.488225,0.142424,0.041677,0.823880,0.044284,0.268729,2.774154,1.311146,0.573805,0.474294,0.418957,0.377622,0.317821,0.260826,0.253339,0.273343,0.332367,0.274369,0.428046,0.070293,0.010435,0.064441,0.019361,0.006075,0.002759,0.109932,0.000566,0.003261,0.009684,0.028321,0.012911,0.029783,Fear
0.129933,0.032848,2.876532,0.234355,0.227644,0.683437,0.033023,0.190417,-26.339074,2.117252,0.444637,-0.180760,-0.348170,-0.098909,-0.094772,-0.155016,-0.333921,-0.270279,-0.161212,-0.012645,-0.078171,0.031900,0.001889,0.035048,0.029606,0.027887,0.021864,0.079600,0.000860,0.011362,0.006953,0.009510,0.001691,0.045943,0.124696,0.030403,0.466278,0.103514,0.031790,0.638826,0.031105,0.205814,3.012399,0.889686,0.687764,0.473322,0.316818,0.341473,0.336847,0.347084,0.296684,0.353480,0.331567,0.297944,0.230977,0.032563,0.002209,0.036208,0.037060,0.032839,0.031048,0.105143,0.001017,0.022149,0.018111,0.014009,0.002412,0.027781,Fear
0.089862,0.019804,2.853834,0.215742,0.228699,0.694930,0.029934,0.174104,-26.956810,2.135997,0.244135,0.371100,-0.359337,-0.101832,0.041983,-0.215004,-0.159515,-0.248638,-0.254630,-0.146270,-0.216648,0.018816,0.002174,0.047263,0.049010,0.037201,0.012668,0.065869,0.001504,0.002271,0.005886,0.026736,0.002832,0.044389,0.071929,0.020001,0.370934,0.095477,0.042588,0.595778,0.027245,0.201052,1.935189,0.904369,0.636047,0.545029,0.431787,0.421028,0.313443,0.340050,0.303122,0.277881,0.348929,0.272560,0.294443,0.026288,0.002383,0.047415,0.060786,0.049458,0.022020,0.059850,0.002789,0.001957,0.007253,0.022951,0.004777,0.019761,Fear
0.098024,0.031861,2.925488,0.227842,0.237883,0.673467,0.027099,0.150226,-26.739360,1.815530,0.558162,0.079597,-0.090798,-0.150232,-0.094157,-0.115928,-0.165126,-0.168705,-0.264003,-0.121526,-0.234902,0.023134,0.001800,0.056552,0.051848,0.017979,0.006916,0.112733,0.000620,0.001963,0.004321,0.020762,0.003307,0.054771,0.099032,0.031886,0.326275,0.097289,0.034210,0.656537,0.031900,0.187518,3.490742,0.956217,0.435239,0.437928,0.305498,0.346709,0.269086,0.299525,0.343248,0.287892,0.351605,0.296103,0.330924,0.034355,0.002330,0.053407,0.063368,0.034868,0.012496,0.128765,0.000849,0.002403,0.005525,0.027051,0.006124,0.028128,Fear
0.164111,0.019430,2.886001,0.279778,0.235206,1.168785,0.018663,0.281250,-27.287957,1.448240,0.144045,0.126852,-0.303763,0.074492,0.324637,-0.312443,-0.091363,-0.379734,-0.135472,-0.106462,-0.121427,0.014809,0.002591,0.035388,0.029461,0.025476,0.007515,0.033474,0.002150,0.004892,0.007522,0.040474,0.003750,0.029255,0.164640,0.026392,0.465432,0.129156,0.035612,0.839545,0.016744,0.254724,3.650199,1.090336,0.753853,0.430894,0.454448,0.307692,0.336885,0.304253,0.284176,0.277780,0.367478,0.214050,0.347117,0.023885,0.003909,0.037607,0.036740,0.037233,0.008601,0.053054,0.002660,0.008059,0.008987,0.042014,0.006773,0.019845,Fear
0.191834,0.019913,2.919014,0.285946,0.218387,1.181837,0.020886,0.297000,-26.648199,1.148275,-0.481714,-0.142884,-0.361065,-0.218806,0.026317,-0.343986,-0.172350,-0.158592,0.003517,0.198838,-0.093827,0.022018,0.002746,0.019978,0.007738,0.020203,0.013993,0.027902,0.006583,0.014083,0.012789,0.017739,0.005882,0.026630,0.146169,0.018724,0.298595,0.129245,0.043844,0.740029,0.016404,0.244329,3.613850,1.134646,0.929253,0.600836,0.482000,0.400939,0.333039,0.371979,0.346177,0.407827,0.467400,0.360103,0.345538,0.041479,0.003010,0.038597,0.009402,0.037348,0.022703,0.042347,0.011242,0.024192,0.026317,0.027677,0.007486,0.021236,Fear
0.114836,0.013594,2.712117,0.245406,0.232556,0.856745,0.014654,0.202321,-26.538189,1.888546,0.201364,-0.352965,-0.604348,-0.207287,0.120480,-0.171919,-0.321830,-0.490610,-0.398891,-0.294766,-0.214473,0.070212,0.006060,0.040909,0.039715,0.025362,0.012075,0.008781,0.002086,0.005590,0.003276,0.006302,0.004311,0.034710,0.112002,0.016946,0.699210,0.098387,0.031010,0.784172,0.011483,0.230053,2.285626,0.951137,0.666347,0.610745,0.420964,0.241764,0.264136,0.340433,0.247433,0.216617,0.366713,0.310538,0.361635,0.072682,0.006731,0.041418,0.042899,0.028025,0.016129,0.010488,0.003817,0.011993,0.003465,0.004664,0.003379,0.020826,Fear
0.165001,0.014470,3.076668,0.268061,0.234679,1.098312,0.022923,0.263660,-26.313032,1.572273,0.194109,0.036400,-0.329399,-0.263361,0.101027,-0.209881,-0.130678,-0.556635,-0.478510,-0.186842,-0.391735,0.044317,0.007468,0.056311,0.037658,0.011210,0.010731,0.014204,0.002015,0.003031,0.004998,0.012449,0.006338,0.033365,0.164154,0.016359,0.203943,0.119100,0.037101,0.809577,0.015980,0.262633,2.756243,1.048435,0.889375,0.574205,0.420276,0.393249,0.244140,0.349475,0.254365,0.401314,0.408942,0.370394,0.376463,0.043307,0.013624,0.065719,0.043953,0.011396,0.020899,0.030505,0.003193,0.004070,0.006685,0.016585,0.006890,0.019721,Fear
0.171806,0.020423,2.815107,0.284909,0.227302,1.100521,0.019320,0.295917,-26.912801,1.565056,0.083869,-0.178830,-0.294810,-0.034726,0.147889,-0.077816,-0.246474,-0.405265,-0.317044,-0.135231,-0.176649,0.021928,0.004509,0.046340,0.049091,0.025639,0.012936,0.033432,0.002518,0.003173,0.003586,0.009667,0.001896,0.031122,0.176937,0.020264,0.418934,0.154229,0.042617,0.793668,0.012579,0.279497,2.671928,1.118892,0.833322,0.466742,0.348342,0.354338,0.325108,0.326873,0.381683,0.352200,0.407693,0.307356,0.323148,0.036083,0.005708,0.040980,0.056950,0.036477,0.019539,0.048465,0.004844,0.004598,0.003455,0.010479,0.001664,0.019965,Fear
0.174105,0.008145,2.850256,0.272292,0.219748,1.239056,0.019174,0.283625,-29.524603,1.024980,0.091670,-0.251602,-0.356021,-0.112383,-0.159321,-0.216754,-0.065628,-0.093823,0.122784,0.254475,-0.071208,0.007054,0.003219,0.019085,0.008041,0.011146,0.017654,0.045257,0.003998,0.011461,0.014987,0.036310,0.004912,0.025238,0.151845,0.011099,0.487508,0.116532,0.030446,0.863199,0.015579,0.250173,3.080339,1.046684,0.695084,0.406101,0.397175,0.373372,0.342469,0.395974,0.387371,0.430797,0.322071,0.345660,0.220679,0.011794,0.004493,0.024256,0.015969,0.019197,0.023680,0.047416,0.007083,0.018585,0.025516,0.038120,0.007528,0.015109,Fear
0.099020,0.014044,3.009945,0.238810,0.244464,0.500337,0.025223,0.143167,-32.862391,1.802967,0.123573,0.125504,-0.155828,0.095013,0.069916,-0.180258,-0.110422,-0.398942,-0.417309,0.056619,0.032638,0.006021,0.001110,0.032575,0.042370,0.031719,0.004614,0.023764,0.000311,0.001153,0.001411,0.074353,0.000679,0.043490,0.114848,0.014166,0.232794,0.096077,0.032830,0.441964,0.024113,0.183840,2.844974,0.606571,0.393174,0.175182,0.246069,0.247733,0.217514,0.129696,0.205732,0.187104,0.212093,0.178823,0.185367,0.008453,0.001066,0.041092,0.049816,0.034925,0.003699,0.033623,0.000423,0.001232,0.001819,0.022143,0.000637,0.013314,Fear
0.190015,0.012192,2.845297,0.287400,0.230957,0.948302,0.017130,0.247222,-27.444106,1.527323,0.150184,-0.584503,-0.525828,-0.409538,-0.423461,-0.421602,-0.173277,-0.033410,0.288867,0.306587,0.070992,0.004953,0.004007,0.006545,0.003703,0.028257,0.027827,0.034327,0.005540,0.030697,0.018361,0.011977,0.003058,0.026718,0.210360,0.015720,0.560408,0.150719,0.034763,0.798116,0.013428,0.280795,3.198163,1.169520,0.580307,0.337783,0.396849,0.295827,0.437807,0.385478,0.357487,0.271129,0.389926,0.287720,0.185427,0.009787,0.009803,0.009395,0.004491,0.040827,0.032510,0.038112,0.009382,0.031633,0.030094,0.019772,0.004574,0.015620,Fear
0.149802,0.009069,2.914183,0.269219,0.235666,1.006823,0.026310,0.241042,-27.877542,1.643828,-0.212195,-0.109906,-0.355672,-0.220220,0.033149,-0.387803,-0.316135,-0.361564,-0.087420,0.145385,0.037474,0.009540,0.002608,0.022872,0.028596,0.032540,0.023159,0.032367,0.003988,0.012517,0.007418,0.021159,0.004329,0.030297,0.135972,0.010436,0.395956,0.123529,0.036549,0.716838,0.040321,0.234146,3.489640,0.962115,0.719714,0.527543,0.463298,0.357006,0.377317,0.308415,0.381050,0.466997,0.384644,0.369112,0.316393,0.021711,0.004140,0.032331,0.039529,0.047075,0.031785,0.047516,0.005784,0.017003,0.010404,0.037969,0.008654,0.015558,Fear
0.147403,0.010909,2.821185,0.250434,0.226885,0.958826,0.047960,0.223844,-27.676495,1.727645,-0.131723,0.040318,-0.382341,-0.148204,0.224887,-0.388702,-0.283261,-0.485810,-0.266958,-0.014461,-0.000423,0.015271,0.002903,0.028370,0.034745,0.038589,0.024370,0.032846,0.001879,0.007568,0.005270,0.017413,0.002180,0.033810,0.134014,0.011956,0.669120,0.111504,0.047067,0.761708,0.087274,0.225575,3.589487,1.122181,0.823787,0.591217,0.437941,0.363500,0.348823,0.341336,0.360111,0.383218,0.342720,0.439296,0.437533,0.027761,0.004487,0.033561,0.039122,0.052547,0.040008,0.047876,0.003462,0.013820,0.006583,0.025299,0.003029,0.020072,Fear
0.115144,0.027598,2.945515,0.221178,0.219741,0.682093,0.022706,0.179625,-25.575617,2.189595,0.361108,-0.393108,-0.438894,-0.210791,-0.072589,-0.194673,-0.305885,-0.550825,-0.410915,-0.033408,-0.087354,0.043031,0.007955,0.034818,0.039322,0.044425,0.028461,0.018106,0.000698,0.005509,0.002797,0.011645,0.002788,0.038175,0.116750,0.022395,0.353052,0.106730,0.036679,0.687228,0.019171,0.216333,2.232080,0.918525,0.493786,0.649983,0.414271,0.344502,0.294148,0.278323,0.262586,0.336996,0.324609,0.311548,0.250522,0.010666,0.007347,0.030336,0.052671,0.046181,0.036934,0.037680,0.000612,0.012621,0.002135,0.016632,0.003342,0.017565,Fear
0.106576,0.021718,2.956254,0.220464,0.223321,0.677694,0.024957,0.179391,-25.702344,2.209228,0.386633,-0.284374,-0.346700,-0.119090,-0.065400,-0.063178,-0.233269,-0.496679,-0.508024,-0.282038,-0.304153,0.045823,0.013185,0.073223,0.043252,0.020757,0.010829,0.016613,0.000901,0.003894,0.004128,0.014655,0.004637,0.040901,0.100350,0.015922,0.362203,0.103629,0.043753,0.655642,0.016891,0.223242,1.982961,0.934687,0.699752,0.558280,0.391375,0.332436,0.319017,0.382399,0.311432,0.348968,0.434511,0.360553,0.441359,0.072069,0.019020,0.071503,0.054838,0.027188,0.020561,0.029795,0.001165,0.009606,0.005656,0.027295,0.010471,0.014867,Fear
0.135220,0.014189,2.745752,0.263693,0.224481,1.161174,0.018728,0.266309,-27.525622,1.651927,0.430210,0.169993,-0.159263,-0.040695,-0.067857,0.026696,-0.097839,-0.019642,-0.248310,0.037355,-0.176775,0.023458,0.003106,0.038824,0.014142,0.016926,0.006861,0.034013,0.004135,0.004790,0.018260,0.028893,0.004224,0.026728,0.114777,0.020341,0.592171,0.104793,0.035073,0.693539,0.015358,0.208574,3.694771,0.873589,1.257111,0.616054,0.583023,0.408907,0.349958,0.278329,0.303411,0.279607,0.297754,0.239225,0.334553,0.027256,0.004034,0.052688,0.018795,0.033396,0.009454,0.036511,0.007822,0.007174,0.028752,0.040724,0.005022,0.017368,Fear
0.148522,0.017468,2.992931,0.255936,0.234625,1.038512,0.016641,0.253156,-26.083334,2.007091,0.458111,0.389719,-0.104487,0.047382,0.124006,-0.058033,-0.077814,0.161647,-0.134447,0.241074,-0.112347,0.014464,0.002448,0.026291,0.005647,0.013238,0.007732,0.042947,0.002621,0.007412,0.028246,0.049441,0.004242,0.026671,0.135485,0.017904,0.287458,0.118678,0.040887,0.774367,0.011772,0.251792,3.031260,0.949670,1.029655,0.482102,0.578804,0.317821,0.329685,0.254512,0.262579,0.240433,0.239040,0.234312,0.312154,0.018001,0.003982,0.042442,0.008058,0.022319,0.011683,0.049993,0.004676,0.009263,0.025992,0.046081,0.005965,0.016054,Fear
0.123443,0.030888,2.902554,0.246010,0.231792,0.928259,0.029462,0.231594,-25.598612,1.656715,0.025461,0.196419,-0.231716,0.002514,0.083523,0.037557,-0.182842,-0.004461,-0.323442,0.053043,-0.303584,0.029006,0.005935,0.032444,0.014439,0.013459,0.006701,0.049605,0.003602,0.004994,0.015297,0.028755,0.006277,0.029785,0.104747,0.036898,0.399162,0.105645,0.043764,0.643801,0.047684,0.223792,3.938303,0.919076,1.210761,0.588915,0.571003,0.355763,0.299935,0.268801,0.263471,0.382444,0.339070,0.306795,0.436143,0.050703,0.007812,0.045782,0.026228,0.023188,0.007632,0.078153,0.006267,0.007619,0.022948,0.030386,0.010672,0.022557,Fear
0.165246,0.017652,2.867882,0.271786,0.229944,0.989025,0.019554,0.266313,-26.438040,1.942730,0.691340,-0.016248,-0.424181,-0.211604,-0.038131,0.008776,-0.222539,0.030383,-0.166743,-0.037298,-0.389668,0.034185,0.006724,0.028665,0.011978,0.016300,0.008384,0.033028,0.004307,0.006151,0.015724,0.026604,0.009954,0.025453,0.179394,0.020290,0.530851,0.153458,0.043786,0.795410,0.012824,0.295778,2.903412,1.215368,1.007469,0.421374,0.497891,0.401246,0.281306,0.334120,0.260040,0.229653,0.395728,0.304041,0.372942,0.038707,0.012767,0.040160,0.023974,0.023722,0.011711,0.043297,0.007340,0.009933,0.020879,0.036655,0.016683,0.013308,Fear
0.153512,0.017836,2.844409,0.272575,0.228420,1.125046,0.017343,0.291011,-26.910849,1.842956,0.290311,0.089197,-0.121765,-0.125376,0.079874,0.020226,-0.136289,0.076593,-0.177179,0.071488,-0.237629,0.020900,0.004649,0.027888,0.013433,0.014539,0.007360,0.045947,0.003015,0.006328,0.022373,0.025027,0.008385,0.028242,0.140152,0.023448,0.423919,0.131743,0.038905,0.730825,0.016088,0.252882,4.678472,0.975776,1.043091,0.630094,0.537021,0.366472,0.415746,0.285862,0.329451,0.334116,0.311544,0.310534,0.282425,0.022463,0.009404,0.031575,0.021182,0.026795,0.013049,0.087441,0.004978,0.009191,0.031191,0.026975,0.016352,0.021418,Fear
0.178570,0.025735,2.960022,0.291312,0.253503,1.145158,0.019314,0.307667,-25.250382,2.047827,0.602225,0.630983,0.305653,0.002104,0.292944,0.128822,0.121417,0.159030,-0.062306,0.245912,-0.022082,0.005590,0.002281,0.037733,0.010744,0.065356,0.009946,0.044861,0.000935,0.002651,0.012100,0.017744,0.002621,0.030391,0.147161,0.019323,0.316952,0.125662,0.033479,0.903862,0.013761,0.282804,1.480026,0.995807,0.749427,0.439558,0.537301,0.312087,0.298032,0.265370,0.278216,0.232246,0.175280,0.195518,0.163458,0.006880,0.003271,0.033118,0.016119,0.067076,0.017199,0.031595,0.000963,0.003215,0.016194,0.018986,0.002933,0.014979,Fear
0.121819,0.015341,2.858899,0.235947,0.223819,0.829976,0.017014,0.202458,-26.669861,2.064110,0.989745,0.081147,-0.403946,0.003836,-0.048664,0.167922,-0.046523,0.106679,-0.152637,0.237382,-0.204028,0.022477,0.003669,0.034145,0.014188,0.025010,0.015562,0.038144,0.001543,0.005839,0.022399,0.041777,0.006336,0.029551,0.116987,0.016799,0.386529,0.104435,0.033080,0.642053,0.008758,0.209918,3.086682,1.006037,0.817615,0.504898,0.433861,0.324036,0.315965,0.291557,0.254834,0.289264,0.204491,0.216942,0.294510,0.029782,0.004959,0.037425,0.025665,0.033425,0.027600,0.036854,0.002231,0.006694,0.022255,0.043866,0.009452,0.011875,Fear
0.136389,0.013272,2.941345,0.261431,0.229645,1.056655,0.016290,0.261250,-26.355434,1.754166,0.545466,-0.031409,-0.418739,0.002478,-0.054318,0.042250,-0.213398,-0.085535,-0.268041,-0.055400,-0.324187,0.018455,0.006220,0.031065,0.020612,0.017915,0.011502,0.017571,0.003721,0.008964,0.028350,0.029302,0.005021,0.027931,0.119213,0.014912,0.358453,0.115338,0.036393,0.745318,0.010792,0.248359,3.026716,0.955517,1.105233,0.481196,0.498592,0.293954,0.370809,0.344706,0.335479,0.299055,0.390632,0.297264,0.334812,0.027351,0.010859,0.040238,0.038434,0.030445,0.023602,0.019286,0.007616,0.014221,0.042995,0.043015,0.008164,0.012961,Fear
0.163301,0.013097,2.942483,0.267826,0.232075,1.159180,0.022579,0.255910,-26.702970,1.282943,-0.139801,-0.160432,-0.267174,-0.248020,-0.451910,-0.637554,-0.436949,-0.264426,0.069708,0.515086,-0.099307,0.007205,0.003408,0.025939,0.008912,0.024218,0.026112,0.038716,0.009165,0.030994,0.003748,0.011066,0.001898,0.029845,0.127087,0.016277,0.409191,0.095443,0.048482,0.662663,0.021831,0.187008,3.116720,1.200934,0.900778,0.506152,0.484295,0.311932,0.319862,0.387712,0.282284,0.383237,0.429671,0.524662,0.256842,0.015216,0.004100,0.048764,0.016172,0.039822,0.041191,0.042332,0.014078,0.039670,0.003029,0.020587,0.002395,0.017890,Fear
0.198721,0.016005,2.681796,0.317014,0.227719,1.596063,0.013625,0.403481,-26.743383,0.738121,0.003678,-0.489854,-0.459081,-0.289700,-0.247153,-0.424638,-0.185283,0.038573,0.140569,0.302039,-0.043712,0.003648,0.002921,0.010790,0.005660,0.011316,0.022250,0.027548,0.003560,0.015783,0.016648,0.015325,0.004621,0.019923,0.150690,0.018443,0.713359,0.115324,0.040041,0.764590,0.010793,0.258999,3.806442,1.108141,0.933954,0.565342,0.509402,0.452408,0.468192,0.401217,0.429311,0.452365,0.354880,0.398441,0.286643,0.003864,0.003609,0.022109,0.008665,0.020345,0.040082,0.034494,0.005784,0.021808,0.020965,0.026017,0.006722,0.014201,Fear
0.220380,0.014460,2.801079,0.334657,0.244895,1.508626,0.021733,0.457917,-29.788362,0.791494,0.488032,-0.203803,-0.287713,-0.251680,-0.367317,-0.187060,-0.015808,-0.057625,0.119331,0.251662,-0.145937,0.006121,0.002432,0.013379,0.011552,0.011334,0.010239,0.033475,0.004751,0.014740,0.005845,0.036924,0.006284,0.023479,0.115247,0.018983,0.339916,0.085497,0.020717,0.514959,0.005450,0.183238,2.140325,0.841843,0.407520,0.387293,0.303305,0.246744,0.304402,0.395173,0.278159,0.268599,0.348426,0.262509,0.163210,0.012941,0.004312,0.013604,0.026880,0.015486,0.017871,0.039981,0.008860,0.021112,0.008287,0.015905,0.013701,0.012531,Fear
0.190572,0.007955,2.705698,0.288169,0.217776,1.553590,0.012085,0.319333,-28.028989,0.511828,-0.314855,-0.165809,-0.398000,-0.324106,-0.270071,-0.458490,0.027413,0.317985,0.147522,0.198973,-0.235338,0.009479,0.003520,0.006247,0.004796,0.007061,0.008200,0.018281,0.005409,0.018766,0.017116,0.019661,0.013349,0.017377,0.113146,0.013848,0.562415,0.091497,0.034910,0.649957,0.008339,0.204861,3.945735,0.865746,0.862720,0.764733,0.547952,0.405641,0.468660,0.503665,0.424382,0.462403,0.382693,0.394366,0.275506,0.016073,0.005406,0.015108,0.007087,0.012704,0.012230,0.024200,0.008484,0.024432,0.021233,0.022484,0.023090,0.011111,Fear
